'corrupted by contact or association' – contaminated evidence,"[""'not corrupted by contact or association' – there is no culture uncontaminated by contact with the outside world""]"
contaminated,['uncontaminated']
'not corrupted by contact or association' – there is no culture uncontaminated by contact with the outside world,"[""'corrupted by contact or association' – contaminated evidence""]"
uncontaminated,['contaminated']
'serving as or indicating the existence of a purpose or goal' – ,"[""'not evidencing any purpose or goal' – ""]"
purposeful,['purposeless']
'not evidencing any purpose or goal' – ,"[""'serving as or indicating the existence of a purpose or goal' – ""]"
purposeless,['purposeful']
'meeting the proper standards and requirements and training for an office or position or task' – many qualified applicants for the job,"[""'not meeting the proper standards and requirements and training' – ""]"
qualified,['unqualified']
'not meeting the proper standards and requirements and training' – ,"[""'meeting the proper standards and requirements and training for an office or position or task' – many qualified applicants for the job""]"
unqualified,['qualified']
'shaped or conditioned or disciplined by training; often used as a combining form' – a trained mind · trained pigeons · well-trained servants,"[""'not disciplined or conditioned or made adept by training' – an untrained voice · untrained troops · young minds untrained in the habit of concentration""]"
trained,['untrained']
'not disciplined or conditioned or made adept by training' – an untrained voice · untrained troops · young minds untrained in the habit of concentration,"[""'shaped or conditioned or disciplined by training; often used as a combining form' – a trained mind · trained pigeons · well-trained servants""]"
untrained,['trained']
'limited or restricted; not absolute' – gave only qualified approval,"[""'not limited or restricted' – an unqualified denial""]"
qualified,['unqualified']
'not limited or restricted' – an unqualified denial,"[""'limited or restricted; not absolute' – gave only qualified approval""]"
unqualified,['qualified']
'involving distinctions based on qualities' – qualitative change · qualitative data · qualitative analysis determines the chemical constituents of a substance or mixture,"[""'expressible as a quantity or relating to or susceptible of measurement' – export wheat without quantitative limitations · quantitative analysis determines the amounts and proportions of the chemical constituents of a substance or mixture""]"
qualitative,['quantitative']
'expressible as a quantity or relating to or susceptible of measurement' – export wheat without quantitative limitations · quantitative analysis determines the amounts and proportions of the chemical constituents of a substance or mixture,"[""'involving distinctions based on qualities' – qualitative change · qualitative data · qualitative analysis determines the chemical constituents of a substance or mixture""]"
quantitative,['qualitative']
'subject to question' – questionable motives · a questionable reputation · a fire of questionable origin,"[""'incapable of being questioned' – unquestionable authority""]"
questionable,['unquestionable']
'incapable of being questioned' – unquestionable authority,"[""'subject to question' – questionable motives · a questionable reputation · a fire of questionable origin""]"
unquestionable,['questionable']
'free of noise or uproar; or making little if any sound' – a quiet audience at the concert · the room was dark and quiet,"[""'full of or characterized by loud and nonmusical sounds' – a noisy cafeteria · a small noisy dog""]"
quiet,['noisy']
'full of or characterized by loud and nonmusical sounds' – a noisy cafeteria · a small noisy dog,"[""'free of noise or uproar; or making little if any sound' – a quiet audience at the concert · the room was dark and quiet""]"
noisy,['quiet']
'affording physical or mental rest' – she spent a restful night at home,"[""'lacking or not affording physical or mental rest' – a restless night · she fell into an uneasy sleep""]"
restful,['restless']
'lacking or not affording physical or mental rest' – a restless night · she fell into an uneasy sleep,"[""'affording physical or mental rest' – she spent a restful night at home""]"
